"artist","track","stream"
"Los Acosta","Deja Una Rosa En Tu Balcón","56433559"
"Los Acosta","Contra El Dragón","47331338"
"Los Acosta","Tonto corazón","33455106"
"Los Amables Del Norte","Vida Prestada","747393"
"Los Amables Del Norte","La Feria de las Flores","537964"
"Los Amables Del Norte","Recuerdos A Un Amigo","347672"
"Los Amables Del Norte","Sauce y la Palma","215090"
"Los Amables Del Norte","Palomita A Donde Vas","114799"
"Los Ángeles Azules","Amor A Primera Vista",NULL
"Los Ángeles Azules","Nunca Es Suficiente","357792351"
"Los Ángeles Azules","Cómo Te Voy A Olvidar","242462440"
"Los Ángeles Azules","El Listón De Tu Pelo","201495248"
"Los Ángeles Azules","Mis Sentimientos","171195492"
"Los Angeles De Charly","Un Sueño","159758104"
"Los Angeles De Charly","Me Volví A Acordar De Ti","133650300"
"Los Angeles De Charly","Amor Secreto","52347737"
"Los Angeles De Charly","Que Levante La Mano","44780733"
"Los Angeles De Charly","Me Vas A Recordar","43904097"
"Los Auténticos Decadentes","Corazón - Remasterized 2001",NULL
"Los Auténticos Decadentes","La Guitarra - Remasterized 2001",NULL
"Los Auténticos Decadentes","El Murguero - Remasterized 2001",NULL
"Los Auténticos Decadentes","Loco (Tu Forma De Ser)","165686606"
"Los Auténticos Decadentes","Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged","148463447"
"Los Bukis","Tu Cárcel","153503067"
"Los Bukis","Como Fui A Enamorarme De Ti","99352244"
"Los Bukis","A Donde Vayas","96521906"
"Los Bukis","Acepto Mi Derrota","81792007"
"Los Bukis","Será Mejor Que Te Vayas","74539275"
"Los Bunkers","Nada Nuevo Bajo El Sol",NULL
"Los Bunkers","Una Nube Cuelga Sobre Mí",NULL
"Los Bunkers","Llueve Sobre La Ciudad","130986313"
"Los Bunkers","Bailando Solo","109873421"
"Los Bunkers","Ven Aquí","65571500"
"Los Cadetes De Linares","No Hay Novedad","110237376"
"Los Cadetes De Linares","Los Dos Amigos","106851674"
"Los Cadetes De Linares","El Palomito","73929538"
"Los Cadetes De Linares","Las Tres Tumbas","64381251"
"Los Cadetes De Linares","Una Pagina Mas","57158105"
"Los Cafres","Tus Ojos","118676762"
"Los Cafres","Casi q' me pierdo","78422991"
"Los Cafres","Bastará","57412892"
"Los Cafres","Si el Amor Se Cae - Versión 25 Años [Live]","46575958"
"Los Cafres","Momento","37662332"
"Los Caligaris","Razón","111445878"
"Los Caligaris","Kilómetros","56525834"
"Los Caligaris","Quereme Así","44124036"
"Los Caligaris","Todos Locos","28132677"
"Los Caligaris","Tus Besos","23520437"
"Los Caminantes","Supe Perder","60902496"
"Los Caminantes","Amor Sin Palabras","35632240"
"Los Caminantes","Para Qué Quieres Volver","32601983"
"Los Caminantes","Entre Más Lejos Me Vaya","31416730"
"Los Caminantes","Todo Me Gusta de Ti","19712599"
"Los Dareyes De La Sierra","Hasta El Día De Hoy","53448906"
"Los Dareyes De La Sierra","Malas Rachas (En Vivo)","13276768"
"Los Dareyes De La Sierra","La Recia","10607889"
"Los Dareyes De La Sierra","Malas Rachas","8384446"
"Los Dareyes De La Sierra","El Águila Real (Nave 727)","4469193"
"Los Dos Carnales","Cabrón y Vago - En Vivo","247716712"
"Los Dos Carnales","El Envidioso","176382080"
"Los Dos Carnales","Vida Ventajosa","139873951"
"Los Dos Carnales","El Borracho","74805266"
"Los Dos Carnales","Tuyo y Mío","65922252"
"Los Enanitos Verdes","Lamento Boliviano","449706835"
"Los Enanitos Verdes","La Muralla Verde","247489800"
"Los Enanitos Verdes","Luz De Dia","145647003"
"Los Enanitos Verdes","Luz De Dia - En Vivo","130092726"
"Los Enanitos Verdes","Tu Carcel - En Vivo","109889647"
"Los Fabulosos Cadillacs","El Matador",NULL
"Los Fabulosos Cadillacs","El Satánico Dr. Cadillac",NULL
"Los Fabulosos Cadillacs","Calaveras Y Diablitos - Versión Remasterizada 2008",NULL
"Los Fabulosos Cadillacs","Vasos Vacíos - Remasterizado 2008","275245474"
"Los Fabulosos Cadillacs","Siguiendo la Luna - Remasterizado 2008","141022900"
"Los Gemelos De Sinaloa","Andamos Mejor","106938383"
"Los Gemelos De Sinaloa","Si Me Ven","87064814"
"Los Gemelos De Sinaloa","No Le Aflojo","84465009"
"Los Gemelos De Sinaloa","Ahora Todo Es Diferente","19549464"
"Los Gemelos De Sinaloa","Black Jack","11478394"
"Los Huracanes del Norte","Mi Complemento","60765126"
"Los Huracanes del Norte","Nomas Por Tu Culpa","59055593"
"Los Huracanes del Norte","El Gato De Chihuahua","53676716"
"Los Huracanes del Norte","Que Me Lleve El Diablo - En Vivo","46649603"
"Los Huracanes del Norte","La Escuadra (En Que Trabaja El Muchacho)","36042765"
"Los Inquietos Del Norte","Mi Amigo el de Arriba","62908755"
"Los Inquietos Del Norte","Caiga Quien Caiga","43711363"
"Los Inquietos Del Norte","Vamos a Darle Con Todo","40637014"
"Los Inquietos Del Norte","Locos Desde Ayer","33272208"
"Los Inquietos Del Norte","90 Millas (90 Miles)","28370689"
"Los Invasores De Nuevo León","Respeta Mi Dolor","87925022"
"Los Invasores De Nuevo León","A Mí, ¿Qué Me Quedó?","80711242"
"Los Invasores De Nuevo León","Laurita Garza","64516805"
"Los Invasores De Nuevo León","Playa Sola","57654380"
"Los Invasores De Nuevo León","Eslabón Por Eslabón","51946198"
"Los Palmeras","Olvídala","56725913"
"Los Palmeras","El Bombón","44970585"
"Los Palmeras","La Cola","35713628"
"Los Palmeras","Soy Sabalero","33322403"
"Los Palmeras","Hitazos: Amores Como el Nuestro / Que Fue / Algún día / Tu Amor Me Quema / Arrepiéntete / Tarjetita de Invitación / Empujaito / Si Tu Te Vas / El Aguacero / Tu Juguete / Mujer Que Mal Me Pagas...","27611531"
"Los Panchos","Quizás, Quizás, Quizás",NULL
"Los Panchos","Sabor a Mí","64398257"
"Los Panchos","Piel Canela","35176781"
"Los Panchos","Bésame Mucho","32428257"
"Los Panchos","Historia de un Amor","22910729"
"Los Pericos","Pupilas Lejanas","102759112"
"Los Pericos","Runaway","101408935"
"Los Pericos","Runaway","52407316"
"Los Pericos","Waitin'","48135750"
"Los Pericos","Anónimos (feat. Carla Morrison)","38863662"
"Los Prisioneros","Muevan las Industrías",NULL
"Los Prisioneros","Tren Al Sur","144683398"
"Los Prisioneros","Estrechez De Corazón","97930438"
"Los Prisioneros","El Baile De Los Que Sobran","47742734"
"Los Prisioneros","Por Qué No Se Van","39812912"
"Los Rehenes","Limosnero De Cariño","49002679"
"Los Rehenes","Cosas Buenas Que Parecen Malas","43435182"
"Los Rehenes","Ni El Primero Ni El Último","24905291"
"Los Rehenes","Corazones Rotos","24648248"
"Los Rehenes","Un Títere","23976654"
"Los Temerarios","Ven Porque Te Necesito","104824210"
"Los Temerarios","Mi Vida Eres Tú","98868078"
"Los Temerarios","Tu Última Canción","90741806"
"Los Temerarios","Eres un Sueño","72890182"
"Los Temerarios","Como Te Recuerdo","60677557"
"Los Tigres Del Norte","El Ultimo Adiós - Varios Artistas Version","169769959"
"Los Tigres Del Norte","La Puerta Negra","123575732"
"Los Tigres Del Norte","La Mesa Del Rincón","112947529"
"Los Tigres Del Norte","Ni Parientes Somos","109145113"
"Los Tigres Del Norte","Qué Tal Si Eres Tu","102194952"
"Los Tucanes De Tijuana","La Chona","159834431"
"Los Tucanes De Tijuana","El Amor Soñado","112752326"
"Los Tucanes De Tijuana","Mis Tres Viejas","105103490"
"Los Tucanes De Tijuana","Amor Platónico","96576563"
"Los Tucanes De Tijuana","El Águila Blanca","70756981"
"Los Yonic's","Pero Te Vas A Arrepentir","59059352"
"Los Yonic's","Palabras Tristes","41179260"
"Los Yonic's","Soy Yo","31408291"
"Los Yonic's","Y Te Amo","30000262"
"Los Yonic's","Un Dolor","24851845"
"Lost Frequencies","Love To Go",NULL
"Lost Frequencies","Are You With Me - Radio Edit",NULL
"Lost Frequencies","Where Are You Now","818020779"
"Lost Frequencies","Reality","523177125"
"Lost Frequencies","Crazy","212368074"
"Loud Luxury","Body","986074934"
"Loud Luxury","Love No More","167201698"
"Loud Luxury","Body On My","109438120"
"Loud Luxury","Body - Dzeko Remix","87834866"
"Loud Luxury","Aftertaste","48683130"
"Louis Armstrong","What A Wonderful World","421889199"
"Louis Armstrong","Dream A Little Dream Of Me","247837187"
"Louis Armstrong","La vie en rose - Single Version","209004792"
"Louis Armstrong","Cheek To Cheek","119915913"
"Louis Armstrong","Summertime","98732181"
"Louis Tomlinson","Back to You (feat. Bebe Rexha & Digital Farm Animals)","543251515"
"Louis Tomlinson","Always You","86472596"
"Louis Tomlinson","Bigger Than Me","27109595"
"Louis Tomlinson","Out Of My System","19852698"
"Louis Tomlinson","Written All Over Your Face","12841680"
"LP","Lost on You","629760955"
"LP","When We're High","97068757"
"LP","Other People","72457420"
"LP","Girls Go Wild","65004487"
"LP","Muddy Waters","55827128"
"Luan Santana","MORENA","184742776"
"Luan Santana","ABALO EMOCIONAL - Ao Vivo","151237204"
"Luan Santana","ERRO PLANEJADO - Ao Vivo","132308936"
"Luan Santana","CORAÇÃO CIGANO - Ao Vivo","77536886"
"Luan Santana","inesquecível","59548705"
"Lucenzo","Danza Kuduro - Remix",NULL
"Lucenzo","Vem Dancar Kuduro","1092554478"
"Lucenzo","Baila Morena","128973859"
"Lucenzo","No Me Ama","40757621"
"Lucenzo","Bailamos","34465964"
"Luchè","Non Abbiamo Età","91654337"
"Luchè","Torna Da Me","47173529"
"Luchè","Star","28861952"
"Luchè","Ti Amo","28784827"
"Luchè","La Notte di San Lorenzo","22682570"
"Luciano","Beautiful Girl","131486648"
"Luciano","Bamba (feat. Aitch & BIA)","87252059"
"Luciano","2CB","71081712"
"Luciano","SUVs","46467844"
"Luciano","West Connect (feat. Central Cee)","27014609"
"Luciano Pavarotti","Baby, can I hold you tonight",NULL
"Luciano Pavarotti","Turandot, SC 91 / Act III: ""Nessun dorma!""","75381240"
"Luciano Pavarotti","We Are The World - Live","48806476"
"Luciano Pavarotti","Rigoletto: ""La donna è mobile""","47205372"
"Luciano Pavarotti","La traviata / Act 1: Libiamo ne'lieti calici","19074983"
"Luciano Pereyra","Como Tú","60193287"
"Luciano Pereyra","Que Suerte Tiene El","46894697"
"Luciano Pereyra","Enséñame A Vivir Sin Ti","36928698"
"Luciano Pereyra","Quedate Conmigo","32703787"
"Luciano Pereyra","Porque Aun Te Amo","26898629"
"LUCKI","4 The Betta","32865293"
"LUCKI","Sunset","22820640"
"LUCKI","Greed (feat. Lil Yachty)","17521758"
"LUCKI","New Drank","15987675"
"LUCKI","Randomly","14843538"
"Ludacris","My Chick Bad","142416946"
"Ludacris","How Low","88908679"
"Ludacris","What's Your Fantasy (Featuring Shawna)","84161221"
"Ludacris","Act A Fool","79939253"
"Ludacris","Money Maker","64891481"
"LUDMILLA","Teu Segredo - Ao Vivo","83883450"
"LUDMILLA","Poesia Acústica 10: Recomeçar","67597117"
"LUDMILLA","Socadona (feat. Mr. Vegas)","64605070"
"LUDMILLA","Maldivas","44777988"
"LUDMILLA","Insônia - Ao Vivo","34928382"
"Ludovico Einaudi","Nuvole Bianche","312614767"
"Ludovico Einaudi","Experience","304049897"
"Ludovico Einaudi","Una Mattina","177586576"
"Ludovico Einaudi","Primavera","85582447"
"Ludovico Einaudi","Natural Light","31987794"
"Ludwig van Beethoven","Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","135090999"
"Ludwig van Beethoven","Für Elise, WoO 59","82496303"
"Ludwig van Beethoven","Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","48345816"
"Ludwig van Beethoven","Bagatelle No. 25 in A Minor, WoO 59 ""Für Elise""","46296543"
"Ludwig van Beethoven","Moonlight Sonata (First Movement from Piano Sonata No. 14, Op. 27 No. 2)","26869708"
"Luis Fonsi","Despacito - Remix","1593687904"
"Luis Fonsi","Despacito","1506598267"
"Luis Fonsi","Échame La Culpa","834445136"
"Luis Fonsi","Imposible","358554699"
"Luis Fonsi","No Me Doy Por Vencido","182477094"
"Luis Miguel","Ahora Te Puedes Marchar","473691093"
"Luis Miguel","La Incondicional","392257514"
"Luis Miguel","Hasta Que Me Olvides","303652374"
"Luis Miguel","Culpable O No - Miénteme Como Siempre","268107480"
"Luis Miguel","Por Debajo De La Mesa","235730264"
"Luis R Conriquez","JGL","220161410"
"Luis R Conriquez","Los Botones Azules","208066144"
"Luis R Conriquez","Siempre Pendientes","160674809"
"Luis R Conriquez","Me Metí En El Ruedo","115045997"
"Luis R Conriquez","Los Mire Con Talento","86806784"
"Luísa Sonza","sentaDONA (Remix) s2","156716836"
"Luísa Sonza","MODO TURBO","143624079"
"Luísa Sonza","BRABA","139104368"
"Luísa Sonza","CORAÇÃO CIGANO - Ao Vivo","77536886"
"Luísa Sonza","CAFÉ DA MANHÃ ;P","74650923"
"Lukas Graham","7 Years","1512274920"
"Lukas Graham","Love Someone","658095941"
"Lukas Graham","Mama Said","375170496"
"Lukas Graham","Share That Love (feat. G-Eazy)","117396017"
"Lukas Graham","HERE (For Christmas)","42833760"
"Luke Bryan","Play It Again","437234139"
"Luke Bryan","Country Girl (Shake It For Me)","323972288"
"Luke Bryan","That's My Kind Of Night","277988174"
"Luke Bryan","Huntin', Fishin' And Lovin' Every Day","177948822"
"Luke Bryan","I Don't Want This Night To End","168465144"
"Luke Combs","Beautiful Crazy","578805234"
"Luke Combs","When It Rains It Pours","542049785"
"Luke Combs","Hurricane","534816983"
"Luke Combs","Beer Never Broke My Heart","371425936"
"Luke Combs","She Got the Best of Me","356651279"
"Lulu Santos","Apenas Mais uma de Amor","151001820"
"Lulu Santos","Tempos Modernos","56384864"
"Lulu Santos","Toda Forma de Amor","46621918"
"Lulu Santos","Cabelo De Anjo","32757259"
"Lulu Santos","Tão Bem","29835108"
"Lupe Fiasco","Battle Scars (with Guy Sebastian)","327602746"
"Lupe Fiasco","The Show Goes On","268545491"
"Lupe Fiasco","Superstar (feat. Matthew Santos)","121682119"
"Lupe Fiasco","Kick, Push","73261648"
"Lupe Fiasco","Daydreamin' (feat. Jill Scott)","60876099"
"Luther Vandross","Never Too Much","223133027"
"Luther Vandross","Endless Love (with Mariah Carey)","79452574"
"Luther Vandross","Dance With My Father","59755582"
"Luther Vandross","Always and Forever","44455426"
"Luther Vandross","I'd Rather","36051816"
"Luvli","Runnin'",NULL
"Luvli","Dancin - Laidback Luke Remix",NULL
"Luvli","Baile' ConMigo",NULL
"Luvli","Take",NULL
"Luvli","My Thoughts",NULL
"Lvbel C5","10 NUMARA","80859664"
"Lvbel C5","GELMEZSEN GELME","69873621"
"Lvbel C5","Sevmiş Gibi","40476043"
"Lvbel C5","GÖNDER GELSİN","36585336"
"Lvbel C5","YAPAMAM","22585943"
"LX","HaifischNikez Allstars","71955997"
"LX","10 Jahre","52448796"
"LX","Optimal","47506073"
"LX","Vielen Dank","30846528"
"LX","187 Gang","29837212"
"Lyanno","Hasta Abajo","301988410"
"Lyanno","LOKERA","295999870"
"Lyanno","En Tu Cuerpo - Remix","168917125"
"Lyanno","Nada","146276255"
"Lyanno","Que Somos","60329354"
"Lykke Li","I Follow Rivers - The Magician Remix","433478010"
"Lykke Li","sex money feelings die - slowed version","186259501"
"Lykke Li","sex money feelings die","146945870"
"Lykke Li","I Follow Rivers","138033396"
"Lykke Li","Late Night Feelings (feat. Lykke Li)","94550113"
"Lynyrd Skynyrd","Sweet Home Alabama","1038381697"
"Lynyrd Skynyrd","Free Bird","463992990"
"Lynyrd Skynyrd","Simple Man","349904511"
"Lynyrd Skynyrd","Gimme Three Steps","153122796"
"Lynyrd Skynyrd","Tuesday's Gone","103002999"
"M. M. Keeravani","Naatu Naatu (From ""Rrr"")","39563114"
"M. M. Keeravani","Naacho Naacho (From ""Rrr"")","28679408"
"M. M. Keeravani","Dosti (From ""RRR"")","16375850"
"M. M. Keeravani","Komuram Bheemudo (From ""RRR"")","9933751"
"M. M. Keeravani","Nunugu Misalodu","5979351"
"M.I.A.","Paper Planes","583946609"
"M.I.A.","Bad Girls","282120411"
"M.I.A.","FRANCHISE (feat. Young Thug & M.I.A.)","210889608"
"M.I.A.","Borders","32737121"
"M.I.A.","Paper Planes - Diplo Street Remix","23513563"
"M83","My Tears Are Becoming A Sea",NULL
"M83","Tu m'as tué",NULL
"M83","Midnight City","834933666"
"M83","Wait","293825176"
"M83","Outro","123935332"
"Mabel","Don't Call Me Up","899187774"
"Mabel","Tick Tock (feat. 24kGoldn)","307148858"
"Mabel","Mad Love","283514002"
"Mabel","God Is A Dancer (with Mabel)","189248314"
"Mabel","West Ten (with Mabel)","98193498"
"Mabel Matiz","Antidepresan","80782399"
"Mabel Matiz","Öyle Kolaysa","40923271"
"Mabel Matiz","Fırtınadayım","40619379"
"Mabel Matiz","Aşk Yok Olmaktır","37252102"
"Mabel Matiz","Gel","30532744"
"Mac DeMarco","Chamber Of Reflection","444487936"
"Mac DeMarco","My Kind of Woman","413249669"
"Mac DeMarco","For the First Time","237109736"
"Mac DeMarco","Freaking Out the Neighborhood","205899699"
"Mac DeMarco","Still Beating","132995716"
"Mac Miller","Self Care","538108030"
"Mac Miller","Weekend (feat. Miguel)","486067350"
"Mac Miller","The Spins","381425754"
"Mac Miller","Good News","367719834"
"Mac Miller","My Favorite Part","285795421"
"Machine Gun Kelly","Bad Things (with Camila Cabello)","615784555"
"Machine Gun Kelly","my ex's best friend (with blackbear)","574531280"
"Machine Gun Kelly","I Think I'm OKAY (with YUNGBLUD & Travis Barker)","426759364"
"Machine Gun Kelly","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","382579404"
"Machine Gun Kelly","bloody valentine","280845476"
"Macklemore","Can't Hold Us (feat. Ray Dalton)","1741876368"
"Macklemore","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","978897060"
"Macklemore","Thrift Shop (feat. Wanz)","936540661"
"Macklemore","Glorious (feat. Skylar Grey)","751186246"
"Macklemore","Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","569454156"
"Macklemore & Ryan Lewis","Can't Hold Us (feat. Ray Dalton)","1741876368"
"Macklemore & Ryan Lewis","Thrift Shop (feat. Wanz)","936540661"
"Macklemore & Ryan Lewis","Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","362292694"
"Macklemore & Ryan Lewis","Same Love (feat. Mary Lambert)","304751334"
"Macklemore & Ryan Lewis","White Walls (feat. ScHoolboy Q & Hollis)","229025606"
"Madison Beer","Reckless","292129276"
"Madison Beer","POP/STARS","290417696"
"Madison Beer","Selfish","289700528"
"Madison Beer","All Day And Night","278080902"
"Madison Beer","Dead","229049923"
"Madlib","All Caps","92371658"
"Madlib","Accordion","62923689"
"Madlib","Meat Grinder","61507232"
"Madlib","Fancy Clown","44020873"
"Madlib","Figaro","39707839"
"Madonna","Material Girl","313667204"
"Madonna","Hung Up","297817394"
"Madonna","La Isla Bonita","257732847"
"Madonna","Like a Prayer","255119669"
"Madonna","Like a Virgin","209852541"
"Madvillain","All Caps","92371658"
"Madvillain","Accordion","62923689"
"Madvillain","Meat Grinder","61507232"
"Madvillain","Fancy Clown","44020873"
"Madvillain","Figaro","39707839"
"Maelo Ruiz","Te Va A Doler","141277833"
"Maelo Ruiz","Regálame una Noche","60976029"
"Maelo Ruiz","Amiga","47434236"
"Maelo Ruiz","Si Supieras","38917660"
"Maelo Ruiz","Será Qué SÍ","38207221"
"Maes","Distant","100987465"
"Maes","Blanche","98023535"
"Maes","Dybala","90308699"
"Maes","Billets verts","81213065"
"Maes","Passat","38294661"
"Mägo de Oz","Fiesta Pagana","136907727"
"Mägo de Oz","Molinos De Viento","115522532"
"Mägo de Oz","Haste Que El Cuerpo Aguante","63026284"
"Mägo de Oz","La Costa Del Silencio","52850156"
"Mägo de Oz","La danza del fuego","47008895"
"Mahalakshmi Iyer","Bol Na Halke Halke","39483590"
"Mahalakshmi Iyer","Falak Tak","35521827"
"Mahalakshmi Iyer","Laung Da Lashkara","13177934"
"Mahalakshmi Iyer","Tainu Leke","13055897"
"Mahalakshmi Iyer","Sadka","9545349"
"Maher Zain","Ya Nabi Salam Alayka","26552475"
"Maher Zain","Baraka Allahu Lakuma","17984487"
"Maher Zain","Peace Be Upon You","17493569"
"Maher Zain","For the Rest of My Life","17214973"
"Maher Zain","Sepanjang Hidup - For the Rest of My Life Malay Version","11505227"
"Maiara & Maraisa","Esqueça-Me Se For Capaz","233465547"
"Maiara & Maraisa","Presepada","164581838"
"Maiara & Maraisa","Todo Mundo Menos Você","153602202"
"Maiara & Maraisa","Medo Bobo - Ao Vivo","140881561"
"Maiara & Maraisa","Não Sei o Que Lá","122664059"
"Mainstreet","212","133093955"
"Mainstreet","A Cara do Crime (Nós Incomoda)","130793069"
"Mainstreet","Me Sinto Abençoado","96865899"
"Mainstreet","Saturno","94950447"
"Mainstreet","Eu Fiz o Jogo Virar","88477931"
"Maite Perroni","Sálvame","156878055"
"Maite Perroni","Sólo Quédate En Silencio","88563370"
"Maite Perroni","Este Corazón","69778344"
"Maite Perroni","Tras De Mí","55416538"
"Maite Perroni","Ser O Parecer","47353906"
"Majestic","Rasputin","443481299"
"Majestic","Shut You Down","19731259"
"Majestic","Me & U (feat. Kelsey)","19488516"
"Majestic","Time to Groove (feat. Nonô)","12370846"
"Majestic","Losing My Mind","11672623"
"Major Lazer","Light It Up - Remix",NULL
"Major Lazer","Powerful",NULL
"Major Lazer","Que Calor (feat. J Balvin & El Alfa)",NULL
"Major Lazer","Cold Water",NULL
"Major Lazer","Lean On",NULL
"Maldy","GATÚBELA","207298787"
"Maldy","La Fórmula Sigue","6175950"
"Maldy","Orden de Cateo","5590619"
"Maldy","Alto Contenido - Remix","4061685"
"Maldy","Tiempo de Vernos","3913434"
"Maluma","Hawái","1062088123"
"Maluma","Felices los 4","842345363"
"Maluma","11:00 PM","614002773"
"Maluma","Borro Cassette","564939996"
"Maluma","Sobrio","450049610"
"Mambo Kingz","Sensualidad","554590760"
"Mambo Kingz","Verte Ir","486764940"
"Mambo Kingz","Solita","470448044"
"Mambo Kingz","Báilame - Remix","434414483"
"Mambo Kingz","Bubalu","334986781"
"Maná","En El Muelle De San Blas","284538131"
"Maná","Clavado En Un Bar","278568516"
"Maná","Oye Mi Amor","248023939"
"Maná","Mi Verdad (feat. Shakira)","231730622"
"Maná","Rayando El Sol","227749183"
"Mandy Moore","I See the Light - From ""Tangled"" / Soundtrack Version","233638628"
"Mandy Moore","When Will My Life Begin? - From ""Tangled"" / Soundtrack Version","203962852"
"Mandy Moore","I've Got a Dream - From ""Tangled""/Soundtrack Version","108989979"
"Mandy Moore","Only Hope","78495521"
"Mandy Moore","Cry","47060191"
"Måneskin","Beggin'","1238656759"
"Måneskin","I WANNA BE YOUR SLAVE","755704919"
"Måneskin","ZITTI E BUONI","369723823"
"Måneskin","SUPERMODEL","174442960"
"Måneskin","CORALINE","154909240"
"Maneva","Seja Para Mim - Acústico","64784025"
"Maneva","Saudades do Tempo","62531550"
"Maneva","O Destino Não Quis","60036075"
"Maneva","Pisando Descalço","40305413"
"Maneva","Luz Que Me Traz Paz","39740476"
"Mano","Machi Open the Bottle","11545436"
"Mano","Mukkabla","11339164"
"Mano","Muqabala Muqabala","9353125"
"Mano","Azagiya Laila (From ""Ullathai Alli Thaa"")","5279286"
"Mano","Priya Priyathama","4312779"
"Manu Chao","Me Gustas Tu","335077834"
"Manu Chao","Bongo Bong","134045808"
"Manu Chao","Clandestino","70610935"
"Manu Chao","Desaparecido","56974414"
"Manu Chao","Je ne t'aime plus","55108058"
"Manuel Carrasco","Qué Bonito Es Querer","79412936"
"Manuel Carrasco","Uno X Uno","73935823"
"Manuel Carrasco","Ya No","62124611"
"Manuel Carrasco","Que Nadie","45379938"
"Manuel Carrasco","Y Ahora","21593063"
"Manuel Turizo","La Bachata","786419578"
"Manuel Turizo","Desconocidos","665804353"
"Manuel Turizo","Una Lady Como Tú","585902942"
"Manuel Turizo","La Nota","483115913"
"Manuel Turizo","Quiéreme Mientras Se Pueda","332888379"
"Marc Anthony","Vivir Mi Vida","491272985"
"Marc Anthony","Flor Pálida","212268694"
"Marc Anthony","Tu Amor Me Hace Bien - Salsa Version","206235786"
"Marc Anthony","Valió la Pena - Salsa Version","170697432"
"Marc Anthony","Qué Precio Tiene el Cielo - Salsa Version","124092034"
"Marca MP","Ya Acabo","262177241"
"Marca MP","El Güero (Feat. Marca MP)","229788191"
"Marca MP","Te Apuesto - En vivo","117686642"
"Marca MP","Mil Gracias Por Existir","107329382"
"Marca MP","Recuerda","68150032"
"Marcela Gandara","Supe Que Me Amabas","86686707"
"Marcela Gandara","Dame Tus Ojos (feat. Jesús Adrián Romero)","70458121"
"Marcela Gandara","Tú Estás Aquí (feat. Jesús Adrián Romero)","44395107"
"Marcela Gandara","Un Viaje Largo","41003222"
"Marcela Gandara","El Mismo Cielo","23809525"
"Marcianeke","Los Malvekes","107510815"
"Marcianeke","Dimelo Ma","62061556"
"Marcianeke","Mini Mini","59722868"
"Marcianeke","En las Malas y Buenas","29681919"
"Marcianeke","Ponle - Remix","28249501"
"Marco Antonio Solís","Si Te Pudiera Mentir - Live Version",NULL
"Marco Antonio Solís","Si No Te Hubieras Ido","188247660"
"Marco Antonio Solís","El Ultimo Adiós - Varios Artistas Version","169769959"
"Marco Antonio Solís","Más Que Tu Amigo","162730355"
"Marco Antonio Solís","¿A Dónde Vamos A Parar?","143070791"
"Marcos Witt","Tu fidelidad","34891471"
"Marcos Witt","Temprano yo te buscaré","29364922"
"Marcos Witt","Gracias","23137251"
"Marcos Witt","Yo te busco","16995278"
"Marcos Witt","Enciende Una Luz","14293037"
"Maren Morris","The Middle","1307438756"
"Maren Morris","The Bones","400661276"
"Maren Morris","The Bones - with Hozier","196891457"
"Maren Morris","I Could Use a Love Song","174606749"
"Maren Morris","My Church","166267215"
"Mari Fernandez","Parada Louca","159151416"
"Mari Fernandez","Eu Gosto Assim - Ao Vivo","137167713"
"Mari Fernandez","Comunicação Falhou - Ao Vivo","124536923"
"Mari Fernandez","Áudio Que Te Entrega - Faixa Bônus","79593994"
"Mari Fernandez","Só de Imaginar - Ao Vivo","31700063"
"Maria Becerra","Qué Más Pues?","658756141"
"Maria Becerra","Miénteme","515825041"
"Maria Becerra","Entre Nosotros (Remix) [con Nicki Nicole]","201926628"
"Maria Becerra","Los Tragos","120814496"
"Maria Becerra","Marte","118523957"
"María José","Prefiero Ser Su Amante","87668495"
"María José","Lo Que Tenías Conmigo","82442574"
"María José","Me equivoqué","80580281"
"María José","Sólo el Amor Lastima Así (Only Love Can Hurt Like This)","69033992"
"María José","Adelante Corazón","49648749"
"Mariah Carey","All I Want for Christmas Is You","1437977604"
"Mariah Carey","We Belong Together","431793600"
"Mariah Carey","Always Be My Baby","301955185"
"Mariah Carey","Fantasy","257187137"
"Mariah Carey","Obsessed","231493779"
"Marília Mendonça","Mal Feito - Ao Vivo","246019488"
"Marília Mendonça","Vai Lá Em Casa Hoje","238910030"
"Marília Mendonça","Esqueça-Me Se For Capaz","233735996"
"Marília Mendonça","Graveto - Ao Vivo","206808860"
"Marília Mendonça","Troca de Calçada","182820873"
"Marilyn Manson","This Is The New S**t",NULL
"Marilyn Manson","Sweet Dreams (Are Made Of This)","293090224"
"Marilyn Manson","The Beautiful People","275110964"
"Marilyn Manson","Tainted Love","135177436"
"Marilyn Manson","The Fight Song","64228084"
"MARINA","Bubblegum Bitch","397503715"
"MARINA","Primadonna","287385487"
"MARINA","How to Be a Heartbreaker","268034023"
"MARINA","Oh No!","170154901"
"MARINA","Are You Satisfied?","128638361"
"Mario","Let Me Love You","742422685"
"Mario","How Do I Breathe","145772934"
